transcript_id,13_S31_R1_001.bam.gtf,23_S32_R1_001.bam.gtf,35_S33_R1_001.bam.gtf,52_S34_R1_001.bam.gtf,60_S35_R1_001.bam.gtf,72_S36_R1_001.bam.gtf,85_S37_R1_001.bam.gtf,9_S30_R1_001.bam.gtf
Montipora_capitata_HIv3___RNAseq.g1147.t1,429,1236,785,1600,1302,651,446,1095
Montipora_capitata_HIv3___RNAseq.g787.t1,0,0,3,9,9,8,0,0
Montipora_capitata_HIv3___RNAseq.g8342.t1,1,1,0,15,5,1,0,3
Montipora_capitata_HIv3___TS.g23225.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g25857.t1,0,0,2,22,15,9,2,0
Montipora_capitata_HIv3___RNAseq.g39342.t2,6615,13958,7996,13400,12202,8861,5233,13241
Montipora_capitata_HIv3___RNAseq.g48965.t1,0,0,0,7,0,3,3,3
Montipora_capitata_HIv3___RNAseq.g40483.t1,0,0,0,7,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g5737.t1,500,439,1569,22647,25681,22739,12197,1218
Montipora_capitata_HIv3___TS.g39466.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___TS.g5461.t1,1141,2235,989,508,480,277,680,1630
Montipora_capitata_HIv3___TS.g40383.t2,29,62,53,24,39,79,87,85
Montipora_capitata_HIv3___RNAseq.g25357.t2a,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g38482.t1,5746,9932,1669,1655,1653,529,268,9720
Montipora_capitata_HIv3___RNAseq.g25357.t2b,0,0,0,0,0,24,28,0
Montipora_capitata_HIv3___RNAseq.g19967.t2,249,1379,982,2584,2791,2002,1648,993
Montipora_capitata_HIv3___RNAseq.g43114.t1,0,0,0,12,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16715.t1,1,2,9,35,41,52,50,5
Montipora_capitata_HIv3___RNAseq.g6075.t1,0,0,0,0,0,16,9,0
Montipora_capitata_HIv3___RNAseq.g22249.t1,0,0,0,13,11,5,3,0
Montipora_capitata_HIv3___RNAseq.g1009.t1,0,0,0,15,9,14,15,0
Montipora_capitata_HIv3___RNAseq.g14906.t1,72,178,48,25,10,20,16,192
Montipora_capitata_HIv3___RNAseq.g15591.t1,42,99,51,26,50,22,16,74
Montipora_capitata_HIv3___RNAseq.g951.t1,0,0,0,0,3,2,0,0
Montipora_capitata_HIv3___RNAseq.g46462.t1,0,0,0,5,4,0,2,1
Montipora_capitata_HIv3___TS.g49909.t1,460,651,127,225,306,201,191,790
Montipora_capitata_HIv3___TS.g4131.t1,40,172,539,268,241,1257,1587,158
Montipora_capitata_HIv3___RNAseq.g35864.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1411.t1,0,0,0,5,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g10437.t1,527,3777,1243,2959,2591,1828,1136,1460
Montipora_capitata_HIv3___RNAseq.g22685.t1,4,0,0,339,363,38,60,19
Montipora_capitata_HIv3___RNAseq.g7033.t1,3563,8120,2509,4187,3366,2650,1534,6361
Montipora_capitata_HIv3___RNAseq.g25017.t1,4,13,30,16,26,27,12,0
Montipora_capitata_HIv3___RNAseq.g16089.t1,0,4,0,14,12,4,5,0
Montipora_capitata_HIv3___RNAseq.g28665.t1a,0,22,20,28,39,30,14,0
Montipora_capitata_HIv3___RNAseq.g28665.t1b,0,25,50,56,77,48,21,1
Montipora_capitata_HIv3___TS.g25005.t1,0,0,0,0,0,2,3,0
Montipora_capitata_HIv3___RNAseq.g24101.t1,0,0,4,2,8,8,0,0
Montipora_capitata_HIv3___RNAseq.g40311.t1,0,0,2,6,18,6,13,0
Montipora_capitata_HIv3___RNAseq.g13705.t1,0,0,0,0,10,0,0,0
Montipora_capitata_HIv3___RNAseq.g29886.t1,0,0,5,13,0,9,0,0
Montipora_capitata_HIv3___RNAseq.g30742.t1,0,0,0,22,37,0,0,5
Montipora_capitata_HIv3___RNAseq.g37817.t1,0,0,0,1,2,0,0,1
Montipora_capitata_HIv3___RNAseq.g38940.t1,0,23,20,53,150,162,174,15
Montipora_capitata_HIv3___TS.g17744.t1,0,0,0,0,0,5,0,4
Montipora_capitata_HIv3___RNAseq.g25825.t1,0,0,0,0,0,10,0,0
Montipora_capitata_HIv3___RNAseq.g48458.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g39386.t1,0,42,35,50,75,113,77,15
Montipora_capitata_HIv3___RNAseq.g7687.t1,43,68,14,46,32,56,36,55
Montipora_capitata_HIv3___RNAseq.g45018.t1,0,0,0,12,6,0,9,5
Montipora_capitata_HIv3___RNAseq.g33049.t1,23,163,60,136,64,112,240,102
Montipora_capitata_HIv3___RNAseq.g24160.t1,1,2,10,8,6,8,3,0
Montipora_capitata_HIv3___RNAseq.g35637.t1,0,36,75,201,210,154,155,17
Montipora_capitata_HIv3___RNAseq.g18687.t1,0,0,0,2,4,0,4,0
Montipora_capitata_HIv3___RNAseq.g29884.t1,0,10,31,119,135,218,250,4
Montipora_capitata_HIv3___TS.g26412.t1,0,0,0,0,3,3,0,0
Montipora_capitata_HIv3___RNAseq.g2486.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26283.t1,0,0,2,1,2,8,3,1
Montipora_capitata_HIv3___TS.g48368.t1,1523,3148,6135,7214,5726,1925,969,2530
Montipora_capitata_HIv3___RNAseq.g17908.t1,6,3,3,0,0,9,0,3
Montipora_capitata_HIv3___RNAseq.g10748.t1,74,211,231,1467,1155,373,231,185
Montipora_capitata_HIv3___RNAseq.g46368.t1,549,1017,701,1176,1329,808,682,1121
Montipora_capitata_HIv3___TS.g19939.t1,0,0,0,6,5,14,3,0
Montipora_capitata_HIv3___RNAseq.g28405.t2,5,9,0,0,0,14,10,15
Montipora_capitata_HIv3___RNAseq.g41735.t1,1030,1796,558,1047,904,470,180,2334
Montipora_capitata_HIv3___RNAseq.g239.t1a,0,3,0,4,0,0,1,3
Montipora_capitata_HIv3___TS.g14373.t1,0,0,0,2,2,1,5,0
Montipora_capitata_HIv3___RNAseq.g41803.t1,0,3,0,0,13,1,0,0
Montipora_capitata_HIv3___RNAseq.g16648.t1,4,0,0,19,0,7,13,0
Montipora_capitata_HIv3___RNAseq.g24294.t1,17,20,19,56,60,83,88,55
Montipora_capitata_HIv3___RNAseq.g22096.t1b,21,69,29,148,178,145,98,42
Montipora_capitata_HIv3___RNAseq.g22096.t1a,3432,13532,8172,16657,14550,7157,4587,10110
Montipora_capitata_HIv3___TS.g34071.t1,338,573,409,998,508,327,197,402
Montipora_capitata_HIv3___RNAseq.g38341.t1,0,4,0,13,9,9,18,0
Montipora_capitata_HIv3___RNAseq.g37318.t1,0,0,0,22,31,14,30,0
Montipora_capitata_HIv3___TS.g12393.t1,0,0,0,0,0,6,0,0
Montipora_capitata_HIv3___TS.g25639.t1,13698,21103,10315,20899,21389,16596,9831,21233
Montipora_capitata_HIv3___TS.g10441.t1,0,0,0,1,0,2,1,0
Montipora_capitata_HIv3___RNAseq.g25317.t1,0,3,0,0,11,23,14,0
Montipora_capitata_HIv3___RNAseq.g13707.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___TS.g13849.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.6478_t,0,0,0,0,40,12,6,0
Montipora_capitata_HIv3___TS.g223.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22731.t1,85,134,63,101,122,191,139,132
Montipora_capitata_HIv3___TS.g15371.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___TS.g32142.t1,421,1210,993,1741,1633,1300,1001,1006
Montipora_capitata_HIv3___RNAseq.g40851.t1,22,48,30,19,13,25,5,27
Montipora_capitata_HIv3___TS.g6253.t1,0,2,0,0,4,4,0,0
Montipora_capitata_HIv3___TS.g914.t1,0,13,29,46,91,466,1060,8
Montipora_capitata_HIv3___RNAseq.g3328.t1,411,1315,1009,4960,5831,5784,5018,497
Montipora_capitata_HIv3___RNAseq.g10007.t1,0,2,5,1,3,5,0,0
Montipora_capitata_HIv3___TS.g21945.t1,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3296.t1,4,0,4,7,17,17,9,0
Montipora_capitata_HIv3___TS.g19314.t1,0,0,14,7,8,9,4,0
Montipora_capitata_HIv3___RNAseq.g17579.t1,0,0,0,6,0,15,4,3
Montipora_capitata_HIv3___RNAseq.g31604.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g9467.t1,0,4,0,20,21,0,5,0
Montipora_capitata_HIv3___TS.g10443.t1,6,7,36,99,56,45,40,6
Montipora_capitata_HIv3___RNAseq.g1319.t1,0,2,0,5,0,21,7,0
Montipora_capitata_HIv3___RNAseq.g10916.t1,0,0,15,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26679.t1,145,189,204,2729,4114,7436,4303,543
Montipora_capitata_HIv3___RNAseq.g3806.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43823.t1,0,3,19,76,78,54,31,2
Montipora_capitata_HIv3___RNAseq.g15065.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21495.t1,1,9,7,17,35,29,26,0
Montipora_capitata_HIv3___RNAseq.g46011.t1,0,0,0,0,5,6,2,0
Montipora_capitata_HIv3___RNAseq.g45418.t1,437,1344,715,3813,4301,1849,781,883
Montipora_capitata_HIv3___TS.g1171.t1,19,14,24,0,0,3,0,19
Montipora_capitata_HIv3___RNAseq.g26156.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4414.t1,0,0,0,10,12,0,1,0
Montipora_capitata_HIv3___RNAseq.g1970.t1,0,0,0,5,7,3,1,0
Montipora_capitata_HIv3___RNAseq.g46485.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g27111.t1,0,0,0,0,0,5,0,7
Montipora_capitata_HIv3___RNAseq.g27954.t1,0,0,25,0,5,8,1,0
Montipora_capitata_HIv3___RNAseq.g7149.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37623.t1,111,504,97,70,76,227,205,174
Montipora_capitata_HIv3___RNAseq.g14160.t1,6,0,2,3,3,6,0,2
Montipora_capitata_HIv3___TS.g15373.t1,0,0,0,0,16,4,0,0
Montipora_capitata_HIv3___RNAseq.g37815.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___TS.g34054.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g40849.t1,141,1276,585,1438,1469,1037,1135,662
Montipora_capitata_HIv3___TS.g43167.t1,0,9,0,14,13,7,1,2
Montipora_capitata_HIv3___RNAseq.g39835.t1,377,598,305,1182,1205,546,474,460
Montipora_capitata_HIv3___RNAseq.g40853.t1,83,285,43,25,19,7,7,172
Montipora_capitata_HIv3___RNAseq.g28858.t1,0,7,6,3,5,0,13,4
Montipora_capitata_HIv3___TS.g35659.t1,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g20333.t1,0,0,0,0,0,4,2,0
Montipora_capitata_HIv3___RNAseq.g30527.t1,23,62,22,26,28,17,15,46
Montipora_capitata_HIv3___RNAseq.g30468.t1,0,0,1,0,3,0,0,0
Montipora_capitata_HIv3___TS.g24002.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g43142.t1,0,8,0,0,0,9,0,0
Montipora_capitata_HIv3___RNAseq.g8542.t1,0,0,0,1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39542.t1,0,5,29,33,34,38,20,0
Montipora_capitata_HIv3___TS.g7477.t2,2212,3913,2095,6385,6437,5317,2493,3054
Montipora_capitata_HIv3___RNAseq.g23697.t1,0,0,0,12,0,0,0,0
Montipora_capitata_HIv3___TS.g23794.t1,0,0,0,3,3,10,26,0
Montipora_capitata_HIv3___RNAseq.g3294.t1,130,308,107,286,292,505,327,210
Montipora_capitata_HIv3___RNAseq.g2724.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.21580_t,8,32,866,1802,1425,310,274,15
Montipora_capitata_HIv3___TS.g11477.t1,0,11,0,10,29,16,14,6
Montipora_capitata_HIv3___RNAseq.g41125.t1,479,1322,730,2248,2350,2504,1501,1155
Montipora_capitata_HIv3___RNAseq.g27103.t1,0,89,17,5,5,2,8,0
Montipora_capitata_HIv3___RNAseq.g22089.t1,118,457,246,697,607,157,65,279
Montipora_capitata_HIv3___RNAseq.g41239.t1,2671,5688,1539,3799,3424,2257,1306,5191
Montipora_capitata_HIv3___RNAseq.g16806.t1,0,0,7,9,18,22,10,0
Montipora_capitata_HIv3___TS.g35541.t1,0,0,4,7,5,18,7,0
Montipora_capitata_HIv3___RNAseq.g24639.t1,8,30,21,142,91,34,204,34
Montipora_capitata_HIv3___RNAseq.g26595.t1,6666,10373,4811,4971,5567,7481,10327,10437
Montipora_capitata_HIv3___RNAseq.g4416.t1,19,87,55,102,81,188,117,63
Montipora_capitata_HIv3___TS.g37298.t1,0,2,10,15,16,19,13,0
Montipora_capitata_HIv3___RNAseq.g36759.t1,0,0,1,2,1,4,1,0
Montipora_capitata_HIv3___RNAseq.g36714.t1,0,0,1,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40914.t1,0,0,0,0,3,2,0,0
Montipora_capitata_HIv3___RNAseq.g31825.t1a,0,0,0,8,10,12,19,0
Montipora_capitata_HIv3___RNAseq.g9115.t1,0,3,6,86,90,17,8,0
Montipora_capitata_HIv3___RNAseq.g13577.t1,29,68,70,351,312,454,905,54
Montipora_capitata_HIv3___RNAseq.g10096.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39118.t1,0,0,4,13,22,31,37,0
Montipora_capitata_HIv3___RNAseq.g6518.t1,0,0,0,0,0,4,4,0
Montipora_capitata_HIv3___RNAseq.g46747.t1,0,0,0,1,0,0,0,0
Montipora_capitata_HIv3___TS.g22204.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g39521.t1,0,0,2,0,0,0,0,7
Montipora_capitata_HIv3___RNAseq.g8675.t1,0,4,4,3,12,9,5,0
Montipora_capitata_HIv3___TS.g29106.t2,705,1994,1163,2250,2352,1300,773,1819
Montipora_capitata_HIv3___RNAseq.g26720.t1,4550,18890,7167,3313,3340,3295,3701,12941
Montipora_capitata_HIv3___RNAseq.g25330.t1,0,0,0,0,3,0,14,0
Montipora_capitata_HIv3___RNAseq.g27860.t1,609,2435,1201,1837,2218,3261,2599,1796
Montipora_capitata_HIv3___RNAseq.g13200.t1,0,2,3,5,4,4,0,2
Montipora_capitata_HIv3___RNAseq.g14996.t1,0,0,3,11,7,35,60,9
Montipora_capitata_HIv3___TS.g13148.t1,0,7,0,0,3,5,7,12
Montipora_capitata_HIv3___RNAseq.g17633.t1,0,0,0,0,0,7,2,0
Montipora_capitata_HIv3___TS.g7066.t1,75,106,302,644,626,606,439,131
Montipora_capitata_HIv3___RNAseq.g39540.t1,0,0,0,1,0,1,0,6
Montipora_capitata_HIv3___RNAseq.g19880.t1,5,5,3,7,3,0,3,11
Montipora_capitata_HIv3___RNAseq.g43407.t1,1413,4169,4157,7102,6728,3380,1701,2869
Montipora_capitata_HIv3___RNAseq.g26903.t1,99,283,51,52,74,75,71,122
Montipora_capitata_HIv3___RNAseq.g13202.t1,1,4,25,70,76,118,68,2
Montipora_capitata_HIv3___RNAseq.g20985.t1,10,12,16,0,13,0,0,14
Montipora_capitata_HIv3___RNAseq.g6365.t1,0,0,0,10,2,4,0,0
Montipora_capitata_HIv3___RNAseq.g7660.t1,0,1,3,1,4,4,1,0
Montipora_capitata_HIv3___RNAseq.g22416.t1,1,9,0,2,1,5,2,1
Montipora_capitata_HIv3___RNAseq.g37625.t2,221,656,278,434,426,480,345,435
Montipora_capitata_HIv3___RNAseq.g10478.t1,0,0,1,0,1,2,0,0
Montipora_capitata_HIv3___RNAseq.g10435.t1,2724,3917,1047,520,394,171,276,5669
Montipora_capitata_HIv3___RNAseq.g30923.t1,10,13,7,19,4,17,4,9
Montipora_capitata_HIv3___TS.g1546.t1,0,0,2,0,0,0,6,0
Montipora_capitata_HIv3___TS.g45038.t1,0,0,0,0,11,4,8,0
Montipora_capitata_HIv3___RNAseq.g1132.t1,0,0,0,7,17,23,255,0
Montipora_capitata_HIv3___RNAseq.g47215.t1,379,1356,556,1473,1662,998,474,707
Montipora_capitata_HIv3___RNAseq.g19496.t1,0,3,7,12,11,17,11,4
Montipora_capitata_HIv3___RNAseq.g16676.t1,0,0,0,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33972.t1,172,319,41,9,30,524,4873,267
Montipora_capitata_HIv3___RNAseq.g26901.t1,191,422,58,1073,652,1687,914,348
Montipora_capitata_HIv3___RNAseq.g19882.t1,1335,2536,1628,2943,2527,1193,771,2550
Montipora_capitata_HIv3___RNAseq.g46745.t1,21,20,49,53,31,63,29,13
Montipora_capitata_HIv3___RNAseq.g29851.t1,0,0,17,24,36,12,9,0
Montipora_capitata_HIv3___TS.g23539.t1,0,7,2,3,8,3,8,0
Montipora_capitata_HIv3___TS.g38941.t1,13,22,17,20,11,18,12,10
Montipora_capitata_HIv3___RNAseq.g8677.t1,94,302,80,157,162,77,70,182
Montipora_capitata_HIv3___RNAseq.g26601.t1,1320,4171,3982,7611,6693,3602,2695,1997
Montipora_capitata_HIv3___RNAseq.g3909.t1,52,58,34,43,56,13,24,27
Montipora_capitata_HIv3___RNAseq.g4716.t1,0,0,0,82,160,357,518,0
Montipora_capitata_HIv3___RNAseq.g49254.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16491.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11311.t1,6,28,4,0,0,4,4,0
Montipora_capitata_HIv3___RNAseq.g19494.t1,0,3,8,0,0,0,0,0
Montipora_capitata_HIv3___TS.g36639.t3,163,667,457,980,1023,994,1791,477
Montipora_capitata_HIv3___RNAseq.g28841.t1,0,0,0,36,56,91,47,0
Montipora_capitata_HIv3___RNAseq.g20278.t1,0,22,12,14,0,21,0,5
Montipora_capitata_HIv3___RNAseq.g34703.t1,13,7,5,1,0,1,13,28
Montipora_capitata_HIv3___RNAseq.g25546.t1,881,1892,670,427,569,921,762,1621
Montipora_capitata_HIv3___RNAseq.g11581.t1,1556,3426,2248,5580,5148,4080,2037,3178
Montipora_capitata_HIv3___RNAseq.g15114.t1,0,34,34,258,262,261,343,25
Montipora_capitata_HIv3___RNAseq.g7387.t1,110,305,110,52,72,65,88,257
Montipora_capitata_HIv3___RNAseq.g1784.t1,0,0,0,0,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g38826.t1,0,3,39,58,44,19,26,0
Montipora_capitata_HIv3___TS.g18499.t2,2,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g32866.t1,0,0,0,8,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g22675.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33663.t1,6,4,2,23,52,86,87,8
Montipora_capitata_HIv3___TS.g7450.t1,0,0,3,6,0,15,3,0
Montipora_capitata_HIv3___RNAseq.g17588.t1,0,0,2,10,17,9,4,0
Montipora_capitata_HIv3___RNAseq.g36186.t1,0,4,0,11,0,9,8,2
Montipora_capitata_HIv3___RNAseq.g39654.t1,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g37930.t1,3,18,2,11,10,10,9,11
Montipora_capitata_HIv3___RNAseq.g20987.t1,0,0,0,0,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g30921.t1,0,0,7,41,46,48,42,6
Montipora_capitata_HIv3___RNAseq.g9368.t1,184,496,250,263,275,162,172,434
Montipora_capitata_HIv3___RNAseq.g43614.t1,0,0,1,0,4,2,0,0
Montipora_capitata_HIv3___TS.g20346.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24997.t1,0,0,0,5,9,14,12,0
Montipora_capitata_HIv3___RNAseq.20426_t,340,833,572,328,473,158,164,636
Montipora_capitata_HIv3___RNAseq.g44840.t1,0,23,10,6,9,0,0,30
Montipora_capitata_HIv3___TS.g34082.t1,0,18,31,73,98,73,68,0
Montipora_capitata_HIv3___RNAseq.g9827.t1,0,14,24,152,158,152,102,0
Montipora_capitata_HIv3___RNAseq.g34720.t1,0,0,0,0,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g1474.t1,0,7,0,0,6,0,0,0
Montipora_capitata_HIv3___TS.g41620.t1,50,224,115,454,481,324,318,153
Montipora_capitata_HIv3___RNAseq.g37177.t1,666,2509,931,1226,1503,3682,2190,1313
Montipora_capitata_HIv3___RNAseq.g29853.t1,0,0,0,4,0,112,235,0
Montipora_capitata_HIv3___RNAseq.g36274.t1,0,0,0,4,4,0,0,0
Montipora_capitata_HIv3___TS.g1589.t1,484,1220,1152,1778,1343,425,274,685
Montipora_capitata_HIv3___TS.g39914.t1,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37932.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___TS.g17989.t1,1,4,9,35,24,8,9,1
Montipora_capitata_HIv3___RNAseq.g46991.t1,0,0,0,0,4,3,4,0
Montipora_capitata_HIv3___RNAseq.g26840.t1,0,7,0,11,8,6,0,0
Montipora_capitata_HIv3___RNAseq.g1960.t1c,0,3,4,0,1,5,7,0
Montipora_capitata_HIv3___RNAseq.g11583.t1,815,2880,2379,5788,5964,3551,2093,1824
Montipora_capitata_HIv3___RNAseq.g1960.t1a,0,0,7,32,28,30,20,2
Montipora_capitata_HIv3___RNAseq.41837_t,20,85,8,4,14,46,317,46
Montipora_capitata_HIv3___RNAseq.g33556.t1,70,136,125,72,71,121,1417,109
Montipora_capitata_HIv3___TS.g9442.t1,838,2560,634,648,956,879,386,1149
Montipora_capitata_HIv3___RNAseq.20831_t,41,50,22,30,17,102,514,36
Montipora_capitata_HIv3___RNAseq.g33433.t1,1,5,0,0,28,5,7,0
Montipora_capitata_HIv3___RNAseq.g11085.t1,0,0,0,0,1,0,0,0
Montipora_capitata_HIv3___TS.g43742.t1,0,18,5,0,0,0,7,0
Montipora_capitata_HIv3___RNAseq.g35866.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7915.t1,51,57,30,25,22,7,19,50
Montipora_capitata_HIv3___RNAseq.g48049.t1,2076,10956,8288,19509,13961,4500,2604,5667
Montipora_capitata_HIv3___TS.g16385.t1,0,12,10,8,20,28,8,1
Montipora_capitata_HIv3___RNAseq.g22813.t1,88,283,107,466,491,303,198,156
Montipora_capitata_HIv3___RNAseq.g36965.t1,30,42,24,110,127,221,126,12
Montipora_capitata_HIv3___RNAseq.g36184.t1,0,0,0,0,0,6,2,0
Montipora_capitata_HIv3___RNAseq.g21186.t1,0,0,0,2,0,13,5,0
Montipora_capitata_HIv3___RNAseq.g24157.t1,0,0,8,3,0,4,0,9
Montipora_capitata_HIv3___RNAseq.g3767.t1,0,0,0,0,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g16220.t1,232,2049,1577,4825,3890,1545,676,818
Montipora_capitata_HIv3___TS.g3989.t2,1095,3556,1076,1274,1397,983,1042,2418
Montipora_capitata_HIv3___RNAseq.18871_t,0,68,24,17,45,43,39,27
Montipora_capitata_HIv3___RNAseq.g40586.t1,0,0,10,10,0,11,74,0
Montipora_capitata_HIv3___RNAseq.g40266.t1,0,0,0,0,0,3,4,1
Montipora_capitata_HIv3___RNAseq.g33949.t1,0,0,0,7,3,8,0,0
Montipora_capitata_HIv3___RNAseq.g46007.t1,728,2114,930,1500,1521,2207,1884,1197
Montipora_capitata_HIv3___RNAseq.g15320.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3698.t1,0,0,8,44,76,81,55,0
Montipora_capitata_HIv3___RNAseq.g19289.t1,7041,16781,8681,5905,4818,9718,12017,12070
Montipora_capitata_HIv3___RNAseq.g27528.t1,0,0,0,1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12523.t1,6,6,33,28,21,9,46,24
Montipora_capitata_HIv3___RNAseq.g36276.t1,0,23,8,53,26,42,12,8
Montipora_capitata_HIv3___RNAseq.g27392.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g45886.t3,1848,4252,2293,1035,1026,894,861,3113
Montipora_capitata_HIv3___RNAseq.g2017.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g3765.t1,0,0,0,4,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20663.t1,0,0,3,8,7,29,15,4
Montipora_capitata_HIv3___RNAseq.g34228.t1,0,0,0,0,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g11788.t1,304,733,347,322,209,341,71,623
Montipora_capitata_HIv3___RNAseq.g40423.t1,208,1117,627,793,1053,1013,607,556
Montipora_capitata_HIv3___RNAseq.g21452.t1,0,2,0,0,1,7,9,0
Montipora_capitata_HIv3___RNAseq.g29559.t1,0,0,10,15,7,2,0,1
Montipora_capitata_HIv3___RNAseq.g30228.t1,626,1440,660,936,914,711,367,842
Montipora_capitata_HIv3___RNAseq.g33554.t1,11,0,5,6,0,20,20,5
Montipora_capitata_HIv3___RNAseq.g48114.t1,19,36,27,54,88,58,86,28
Montipora_capitata_HIv3___TS.g21067.t1,2382,7167,7170,8038,6580,3485,1918,5583
Montipora_capitata_HIv3___RNAseq.g2726.t1,1,1,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31315.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3657.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16725.t1,0,0,2,2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12521.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31229.t1,31,62,61,23,19,18,28,82
Montipora_capitata_HIv3___RNAseq.g13240.t1,4,0,0,4,2,2,3,0
Montipora_capitata_HIv3___RNAseq.g50163.t1,721,1422,587,1181,1109,707,333,906
Montipora_capitata_HIv3___RNAseq.g35268.t1,28197,25516,12152,4237,2216,2239,1366,35443
Montipora_capitata_HIv3___RNAseq.g21554.t1,0,0,0,0,12,46,25,0
Montipora_capitata_HIv3___TS.g29824.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g1957.t1,0,0,17,28,57,40,34,0
Montipora_capitata_HIv3___RNAseq.g21797.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24356.t1,0,0,24,74,54,76,98,0
Montipora_capitata_HIv3___RNAseq.g29332.t1,0,2,0,5,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g43308.t1,3,0,2,12,5,0,3,0
Montipora_capitata_HIv3___TS.g6715.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26597.t1,3,57,406,702,507,156,160,0
Montipora_capitata_HIv3___RNAseq.g32327.t1,0,0,0,0,0,6,3,0
Montipora_capitata_HIv3___RNAseq.g39645.t1,0,2,0,4,20,9,0,0
Montipora_capitata_HIv3___RNAseq.g3655.t1,0,0,0,0,0,2,5,0
Montipora_capitata_HIv3___RNAseq.g17314.t1,0,0,0,8,4,0,26,0
Montipora_capitata_HIv3___RNAseq.g40444.t1,60,190,125,280,283,408,256,102
Montipora_capitata_HIv3___RNAseq.g33906.t1,4,13,18,16,8,31,32,25
Montipora_capitata_HIv3___RNAseq.g34399.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___TS.g32841.t1,6,4,1,12,9,28,35,3
