gene_id,13_S31_R1_001.bam.gtf,23_S32_R1_001.bam.gtf,35_S33_R1_001.bam.gtf,52_S34_R1_001.bam.gtf,60_S35_R1_001.bam.gtf,72_S36_R1_001.bam.gtf,85_S37_R1_001.bam.gtf,9_S30_R1_001.bam.gtf
Montipora_capitata_HIv3___RNAseq.g21371.t1,0,8,0,8,0,7,4,0
STRG.13178,342,426,26,23,40,31,19,749
Montipora_capitata_HIv3___RNAseq.g34579.t1,0,26,51,1169,976,46,106,0
Montipora_capitata_HIv3___RNAseq.g18394.t1,0,0,6,11,46,88,116,0
Montipora_capitata_HIv3___RNAseq.g11075.t1,0,0,0,2,0,4,0,0
Montipora_capitata_HIv3___TS.g49970.t1,0,0,0,0,3,10,3,0
Montipora_capitata_HIv3___TS.g4148.t1,0,1,12,0,1,13,0,0
STRG.8019,615,1237,276,1575,1597,1010,556,872
Montipora_capitata_HIv3___RNAseq.g6081.t1,0,0,4,9,0,0,2,0
Montipora_capitata_HIv3___TS.g47321.t2,0,0,17,7,11,20,0,5
Montipora_capitata_HIv3___RNAseq.g47526.t1,0,2,10,382,897,1416,1383,2
Montipora_capitata_HIv3___RNAseq.g50570.t1,0,0,0,0,2,11,1,0
Montipora_capitata_HIv3___RNAseq.g23008.t1,0,277,200,202,189,213,145,0
Montipora_capitata_HIv3___TS.g2618.t1,0,0,0,0,0,14,10,0
Montipora_capitata_HIv3___RNAseq.g40207.t1,0,13,16,137,128,182,217,12
Montipora_capitata_HIv3___RNAseq.g44392.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36099.t1,0,9,2,30,53,64,25,0
Montipora_capitata_HIv3___RNAseq.g135.t1,0,8,38,20,36,14,16,0
Montipora_capitata_HIv3___TS.g26585.t1,0,4,11,40,57,67,32,0
Montipora_capitata_HIv3___RNAseq.g46758.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g8972.t1,0,0,1,1,1,3,5,0
Montipora_capitata_HIv3___RNAseq.g18985.t1,0,0,0,0,0,1,0,2
Montipora_capitata_HIv3___RNAseq.g49125.t1,0,0,0,13,27,16,10,5
Montipora_capitata_HIv3___RNAseq.g34164.t1,0,0,0,4,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g25282.t1,0,4,6,12,2,20,1,12
Montipora_capitata_HIv3___RNAseq.g41278.t1,0,0,0,2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24696.t1,0,0,24,0,12,0,0,3
Montipora_capitata_HIv3___TS.g13570.t1,0,32,0,0,0,0,0,5
Montipora_capitata_HIv3___TS.g653.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g725.t1,0,0,5,0,1,27,8,2
Montipora_capitata_HIv3___RNAseq.g21768.t1,0,0,0,2,0,0,0,0
Montipora_capitata_HIv3___TS.g12527.t1,0,0,19,22,50,52,22,5
Montipora_capitata_HIv3___TS.g6792.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36448.t1,0,5,0,0,6,12,6,0
Montipora_capitata_HIv3___RNAseq.g37984.t1,0,0,4,2,10,9,13,0
Montipora_capitata_HIv3___TS.g34219.t1,0,0,0,0,3,1,0,0
Montipora_capitata_HIv3___TS.g35066.t1,0,0,0,0,25,14,0,2
Montipora_capitata_HIv3___TS.g29667.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27447.t1,0,0,0,0,0,0,0,0
STRG.10637,443,1377,490,1144,1053,901,585,899
Montipora_capitata_HIv3___TS.g12558.t1,0,7,3,0,21,13,28,0
STRG.12871,2,15,21,40,31,57,29,1
Montipora_capitata_HIv3___RNAseq.g4539.t1,0,414,74,13,5,0,0,3
Montipora_capitata_HIv3___TS.g25555.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42131.t1,0,3,3,13,12,50,16,0
Montipora_capitata_HIv3___RNAseq.49271_t,0,0,7,9,16,17,12,0
Montipora_capitata_HIv3___RNAseq.g44390.t1,0,12,25,10,0,6,2,7
Montipora_capitata_HIv3___TS.g12830.t1,0,0,3,0,17,38,25,0
Montipora_capitata_HIv3___RNAseq.g20172.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13954.t1,0,0,0,0,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g842.t1,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g27283.t1,0,0,0,0,1,1,0,0
Montipora_capitata_HIv3___RNAseq.g26163.t1,0,0,0,0,5,0,6,0
Montipora_capitata_HIv3___RNAseq.g36669.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g50407.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g24415.t1,0,0,0,0,0,0,0,0
STRG.7115,175,419,366,1248,1346,1248,869,386
Montipora_capitata_HIv3___RNAseq.g8069.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14347.t1,0,0,4,0,0,3,1,0
STRG.3001,979,3103,2612,3075,2806,932,721,2479
Montipora_capitata_HIv3___RNAseq.g13956.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34898.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g6300.t1,0,2,15,0,14,8,0,0
Montipora_capitata_HIv3___RNAseq.g40588.t1,0,0,8,3,6,13,10,0
Montipora_capitata_HIv3___TS.g16646.t1,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g34434.t1,0,30,15,4,3,0,2,0
Montipora_capitata_HIv3___TS.g37210.t1,0,0,8,7,6,17,3,8
Montipora_capitata_HIv3___TS.g21529.t1a,0,0,7,0,0,9,0,0
STRG.5349,1008,2094,1675,3329,2716,879,532,1501
Montipora_capitata_HIv3___RNAseq.g7551.t1,0,0,0,0,0,0,6,0
Montipora_capitata_HIv3___RNAseq.g25962.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g42469.t1,0,0,2,2,2,0,0,2
Montipora_capitata_HIv3___RNAseq.g43860.t1,0,9388,28063,56549,46248,17509,13016,3
Montipora_capitata_HIv3___RNAseq.g25650.t1,0,0,1,0,3,1,6,0
STRG.1657,40,115,14,112,94,41,37,133
Montipora_capitata_HIv3___RNAseq.g8111.t1,0,0,0,12,18,23,3,0
Montipora_capitata_HIv3___RNAseq.g10491.t1,0,1,28,72,25,43,34,4
Montipora_capitata_HIv3___RNAseq.g32334.t1,0,0,0,0,0,7,3,0
Montipora_capitata_HIv3___TS.g40139.t1,0,0,0,9,0,4,4,0
Montipora_capitata_HIv3___RNAseq.g35494.t1,0,0,18,28,22,23,13,0
Montipora_capitata_HIv3___TS.g20194.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g6022.t1,0,11,0,0,17,28,18,6
Montipora_capitata_HIv3___RNAseq.g15324.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31848.t1,0,0,0,19,23,19,12,3
Montipora_capitata_HIv3___RNAseq.g48252.t1,0,2,2,3,5,5,4,0
Montipora_capitata_HIv3___RNAseq.g31426.t1,0,0,2,4,0,0,0,0
Montipora_capitata_HIv3___TS.g38961.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___TS.g31595.t1,0,0,0,0,5,0,0,0
Montipora_capitata_HIv3___TS.g1358.t1,0,3,7,0,0,23,6,0
Montipora_capitata_HIv3___RNAseq.g8113.t1,0,1,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g39495.t1,0,4,12,8,2,8,1,0
Montipora_capitata_HIv3___TS.g19869.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46271.t1,0,4,0,0,0,0,0,0
STRG.1659,20,56,24,242,227,218,209,89
Montipora_capitata_HIv3___RNAseq.g28510.t1,0,2,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g21963.t1,0,20,0,9,28,80,66,11
Montipora_capitata_HIv3___TS.g8946.t1,0,10,1,7,10,10,5,4
Montipora_capitata_HIv3___RNAseq.g39007.t1,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___TS.g5623.t1,0,0,4,0,16,96,389,3
Montipora_capitata_HIv3___RNAseq.g48250.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g5623.t3,0,0,3,6,4,40,169,0
Montipora_capitata_HIv3___TS.g36316.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20353.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g36251.t1,0,0,5,0,0,4,2,13
Montipora_capitata_HIv3___RNAseq.g26073.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42214.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g26134.t1,0,8,9,3,1,3,0,4
Montipora_capitata_HIv3___RNAseq.g16748.t1,0,18,55,42,42,48,27,0
Montipora_capitata_HIv3___RNAseq.g45169.t1,0,0,0,0,8,0,0,0
Montipora_capitata_HIv3___TS.g30525.t1,0,6,0,0,0,16,13,8
Montipora_capitata_HIv3___RNAseq.g36272.t1,0,0,0,22,79,74,22,0
STRG.9503,5014,11835,3885,1434,1829,1832,1617,8896
STRG.14816,4,0,0,0,0,4,2,0
Montipora_capitata_HIv3___RNAseq.g30613.t1,0,26,53,66,131,145,140,0
Montipora_capitata_HIv3___RNAseq.g41089.t1,0,0,5,0,0,0,0,0
Montipora_capitata_HIv3___TS.g7428.t1,0,24,36,19,43,61,68,4
Montipora_capitata_HIv3___RNAseq.g23749.t1,0,0,0,2,0,4,0,0
STRG.14817,1671,2407,650,774,838,341,198,1951
Montipora_capitata_HIv3___RNAseq.g37589.t1,0,0,0,2,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g22009.t1b,0,9,0,13,12,16,4,5
Montipora_capitata_HIv3___RNAseq.g4336.t1,0,4,17,543,518,70,50,0
Montipora_capitata_HIv3___TS.g36013.t1,0,2,0,3,6,9,8,0
STRG.14812,10,21,7,3,1,0,19,4
Montipora_capitata_HIv3___RNAseq.g40113.t1,0,0,0,1,5,1,1,0
Montipora_capitata_HIv3___RNAseq.g5658.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g16448.t1,0,0,0,3,3,2,2,0
STRG.14813,13,18,5,8,6,19,6,36
Montipora_capitata_HIv3___TS.g19089.t1,0,9,13,12,25,19,11,0
Montipora_capitata_HIv3___TS.g30944.t1,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48803.t1,0,0,0,4,5,4,0,0
Montipora_capitata_HIv3___RNAseq.g7999.t1,0,0,0,1,7,9,9,0
Montipora_capitata_HIv3___RNAseq.g1208.t1,0,0,0,9,6,3,0,0
Montipora_capitata_HIv3___RNAseq.g47303.t1,0,9,21,83,53,87,76,0
Montipora_capitata_HIv3___RNAseq.g21180.t1,0,4,3,7,5,2,4,0
STRG.11789,2,2,0,0,0,9,3,4
Montipora_capitata_HIv3___RNAseq.g6124.t1,0,0,0,3,4,9,0,5
Montipora_capitata_HIv3___TS.g17209.t1,0,4,8,11,16,19,21,0
Montipora_capitata_HIv3___RNAseq.g33849.t1,0,0,0,21,17,12,3,0
STRG.9823,59,188,270,209,524,541,665,106
STRG.9820,660,3281,1934,1257,1059,441,302,2031
STRG.9821,298,795,679,1133,992,543,290,536
STRG.9826,598,1497,827,1633,2005,1941,1447,1288
STRG.9827,1849,2654,1345,1493,1651,836,545,2703
Montipora_capitata_HIv3___RNAseq.g44994.t1,0,6,9,22,20,32,83,6
Montipora_capitata_HIv3___RNAseq.g16447.t1,0,0,0,1,0,3,0,0
STRG.9828,161,526,217,56,55,95,194,455
STRG.9829,488,1412,714,815,738,245,170,1273
Montipora_capitata_HIv3___RNAseq.g17138.t1,0,3,0,3,1,25,5,1
Montipora_capitata_HIv3___RNAseq.g47893.t1,0,0,0,4,0,3,0,0
Montipora_capitata_HIv3___TS.g30616.t1,0,0,0,0,0,6,0,0
Montipora_capitata_HIv3___TS.g16508.t1,0,0,10,10,0,11,10,0
Montipora_capitata_HIv3___TS.g34660.t1,0,0,26,12,33,31,12,13
Montipora_capitata_HIv3___RNAseq.g26398.t1,0,0,0,4,6,0,3,0
Montipora_capitata_HIv3___RNAseq.g15497.t1,0,0,0,0,2,3,1,2
Montipora_capitata_HIv3___TS.g26192.t1,0,9,10,25,21,54,7,0
Montipora_capitata_HIv3___RNAseq.g50680.t1,0,0,0,0,0,11,16,0
Montipora_capitata_HIv3___RNAseq.g876.t1,0,0,2,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9291.t1,0,7,4,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g10514.t1,0,0,0,24,50,29,38,5
STRG.9799,3,0,0,0,0,0,13,8
STRG.16979,21,50,10,15,8,1,3,13
STRG.16978,271,729,382,638,640,552,408,698
Montipora_capitata_HIv3___RNAseq.g36250.t1,0,0,0,0,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g50195.t1a,0,14,15,29,54,1,73,0
Montipora_capitata_HIv3___RNAseq.g7110.t1,0,7,5,12,23,7,5,3
STRG.16973,355,792,123,10,79,190,330,734
STRG.9791,9,46,19,11,17,0,0,11
STRG.9792,10,15,8,0,10,5,15,7
STRG.9793,353,1123,667,4270,3860,1995,856,858
STRG.16977,110,283,123,460,540,273,232,360
STRG.9795,383,804,216,40,66,64,45,621
STRG.9796,23,60,44,3435,9172,16924,8727,50
STRG.9797,12,74,39,755,1500,1997,1432,47
Montipora_capitata_HIv3___RNAseq.g46409.t1,0,0,0,0,5,0,8,3
Montipora_capitata_HIv3___RNAseq.g40272.t1,0,8,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2659.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38708.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3069.t1,0,0,6,7,2,2,2,0
Montipora_capitata_HIv3___RNAseq.g20936.t1,0,15,0,0,0,0,0,17
STRG.16206,791,5094,3247,1322,1284,939,536,1764
Montipora_capitata_HIv3___RNAseq.g25920.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g21118.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___TS.g10670.t1,0,0,0,0,0,0,0,0
STRG.16203,22,9,17,129,153,41,72,19
Montipora_capitata_HIv3___RNAseq.g6005.t1,0,0,0,0,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g29263.t1,0,6,0,100,56,31,84,0
Montipora_capitata_HIv3___RNAseq.g5386.t1,0,5,36,57,12,11,603,0
Montipora_capitata_HIv3___RNAseq.g7529.t1,0,7,0,6,0,14,0,0
Montipora_capitata_HIv3___RNAseq.g29949.t1,0,2,0,2,0,0,1,0
STRG.5749,78,264,181,449,423,256,86,256
STRG.5748,408,1364,4067,7166,5821,2838,1197,680
Montipora_capitata_HIv3___TS.g2917.t1,0,0,0,0,0,0,2,0
STRG.5746,58,224,267,808,842,1062,850,116
STRG.5745,2,8,13,10,6,15,12,7
Montipora_capitata_HIv3___RNAseq.g18296.t1,0,31,9,42,42,86,42,0
STRG.5743,17,17,0,24,25,35,24,4
STRG.5742,39,123,120,368,371,348,254,56
STRG.5741,21,30,70,135,193,212,197,17
STRG.5740,14,23,16,78,77,157,117,27
Montipora_capitata_HIv3___TS.g32005.t1,0,0,0,0,0,0,0,5
Montipora_capitata_HIv3___RNAseq.g23200.t1,0,7,0,27,21,109,275,7
Montipora_capitata_HIv3___TS.g30614.t1,0,0,0,0,0,7,0,0
Montipora_capitata_HIv3___TS.g41910.t1,0,3,1,4,4,4,7,0
Montipora_capitata_HIv3___TS.g37674.t1,0,0,1,0,1,1,1,0
Montipora_capitata_HIv3___TS.g34754.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9951.t1,0,3,0,0,7,4,8,0
STRG.9223,9,5,113,3221,4263,12985,14746,8
STRG.2917,2646,4457,2499,3836,4020,2595,2169,4128
STRG.2916,106,263,100,184,196,385,290,250
STRG.2915,132,315,108,196,252,334,297,303
STRG.2914,3064,7115,5016,11200,9943,4059,2391,4765
STRG.2913,631,2668,721,353,357,221,355,2489
Montipora_capitata_HIv3___TS.g14943.t1,0,0,0,0,0,0,0,0
STRG.2911,3125,7740,2319,889,921,640,730,8360
STRG.2910,2182,6188,1918,3922,3397,1858,1389,3509
Montipora_capitata_HIv3___RNAseq.g44933.t1,0,13,5,12,0,14,0,12
Montipora_capitata_HIv3___RNAseq.g6493.t1,0,0,0,0,0,0,0,0
STRG.13923,54,104,50,63,28,44,33,74
STRG.2919,179,986,2395,6890,7762,4626,1635,419
STRG.2918,110,375,199,332,313,188,156,236
Montipora_capitata_HIv3___RNAseq.g40986.t1,0,0,0,11,55,8,10,0
Montipora_capitata_HIv3___RNAseq.g40096.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g15014.t1,0,0,5,6,4,9,62,0
Montipora_capitata_HIv3___RNAseq.g4482.t1,0,0,8,5,9,25,20,0
Montipora_capitata_HIv3___RNAseq.g1840.t1,0,3,5,2,3,2,0,0
Montipora_capitata_HIv3___RNAseq.g45579.t1,0,0,0,0,5,0,3,0
Montipora_capitata_HIv3___RNAseq.g1720.t1,0,0,0,0,4,4,3,0
Montipora_capitata_HIv3___RNAseq.g757.t1,0,3,1,2,7,3,1,0
Montipora_capitata_HIv3___RNAseq.g35360.t1,0,16,11,8,15,13,3,0
Montipora_capitata_HIv3___RNAseq.g10142.t1,0,0,0,12,36,7,11,0
Montipora_capitata_HIv3___TS.g24832.t1,0,0,0,0,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g11478.t1,0,0,0,4,0,22,18,0
Montipora_capitata_HIv3___RNAseq.g42750.t1,0,9,17,25,60,11,5,0
Montipora_capitata_HIv3___RNAseq.g20580.t1,0,3,0,5,3,0,1,0
Montipora_capitata_HIv3___RNAseq.g32049.t1,0,69,115,130,169,120,50,0
STRG.9225,5,12,4,22,4,11,7,5
Montipora_capitata_HIv3___RNAseq.g38108.t1,0,9,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g39520.t1,0,0,0,8,3,5,5,0
Montipora_capitata_HIv3___TS.g4648.t1,0,0,1,1,1,4,10,1
Montipora_capitata_HIv3___RNAseq.g23307.t1a,0,0,0,0,3,21,8,4
Montipora_capitata_HIv3___RNAseq.g32747.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g16960.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___TS.g48470.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g3439.t1,0,3,14,14,15,22,22,0
Montipora_capitata_HIv3___RNAseq.g15326.t1,0,1,6,21,24,36,25,0
STRG.8043,1083,3678,1579,1273,1253,860,433,2365
Montipora_capitata_HIv3___RNAseq.g43122.t1,0,3,1,14,8,17,5,2
STRG.8041,547,1163,368,1241,1648,1567,708,867
STRG.1755,15,87,42,133,211,131,300,56
STRG.8047,463,1138,554,839,925,616,342,910
STRG.11439,941,1500,700,794,823,913,749,1992
STRG.8045,3,0,16,45,23,114,95,9
STRG.8044,12,26,30,65,70,354,166,8
Montipora_capitata_HIv3___TS.g21802.t1,0,0,6,0,0,16,0,0
STRG.8049,110,193,42,364,668,564,186,92
STRG.8048,274,1133,688,2219,2382,1774,1197,900
STRG.10980,319,816,2707,7474,5670,2322,1543,523
STRG.10981,4425,6548,3800,8975,9331,7361,9152,6919
STRG.10982,1357,2941,1405,3301,3245,1835,866,2267
STRG.10983,176,271,170,754,660,546,346,246
STRG.10984,794,1019,549,2680,2299,1651,1243,1087
STRG.10985,26,177,157,146,282,369,365,181
STRG.10986,202,619,228,344,336,531,301,438
STRG.10987,489,2210,889,1357,2132,4854,2329,1006
STRG.10988,432,1558,4266,18064,14262,9103,4400,918
STRG.10989,797,2616,1085,700,497,359,143,2284
Montipora_capitata_HIv3___TS.g38121.t1,0,0,0,0,0,4,37,0
Montipora_capitata_HIv3___RNAseq.g10885.t1,0,1,0,0,2,7,2,0
STRG.14603,202,792,478,482,315,386,466,645
STRG.14602,509,1020,538,270,243,15,9,1120
STRG.14601,19,36,27,54,88,58,86,28
Montipora_capitata_HIv3___RNAseq.g9318.t1,0,336,770,659,695,241,74,2
STRG.14607,368,878,928,4681,4559,3880,3371,755
Montipora_capitata_HIv3___TS.g43697.t1,0,0,0,0,0,1,8,0
STRG.14605,94,262,86,221,217,283,190,273
STRG.14604,213,453,163,303,368,495,249,382
STRG.14609,111,249,259,185,237,223,172,392
STRG.14608,273,723,503,1123,928,415,376,625
Montipora_capitata_HIv3___RNAseq.g25581.t1,0,0,0,0,9,0,0,0
Montipora_capitata_HIv3___RNAseq.g23872.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12543.t1,0,0,0,0,0,5,8,0
Montipora_capitata_HIv3___TS.g5963.t1,0,2,2,3,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g1842.t1,0,0,0,4,6,5,6,0
Montipora_capitata_HIv3___RNAseq.g40154.t1,0,0,1,3,1,3,5,0
Montipora_capitata_HIv3___RNAseq.g27246.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1722.t1,0,0,9,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g37676.t1,0,0,10,4,12,10,0,0
Montipora_capitata_HIv3___RNAseq.g39407.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g18657.t1,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___TS.g48472.t1,0,5,2,19,20,8,9,0
STRG.1419,150,198,105,84,98,191,140,203
Montipora_capitata_HIv3___RNAseq.g14048.t1,0,0,0,4,3,0,0,0
Montipora_capitata_HIv3___TS.g39721.t1a,0,142,162,127,100,62,89,12
Montipora_capitata_HIv3___RNAseq.g27244.t1,0,0,0,11,7,10,4,0
Montipora_capitata_HIv3___RNAseq.g47665.t1,0,0,0,0,0,14,4,0
Montipora_capitata_HIv3___TS.g32788.t1,0,7,7,15,14,26,13,5
Montipora_capitata_HIv3___RNAseq.g10559.t1,0,3,2,0,0,7,9,0
STRG.7645,155,468,169,188,276,176,248,411
STRG.7631,165,493,196,244,357,267,233,340
STRG.7630,2,0,5,4,11,4,2,6
Montipora_capitata_HIv3___TS.g31954.t1,0,0,0,0,0,0,0,0
STRG.7632,112,233,97,525,554,246,281,403
STRG.7635,2,8,0,0,0,0,0,3
STRG.7634,10,71,83,207,236,153,73,59
STRG.7637,412,669,285,831,912,1008,1117,607
STRG.7636,28,62,38,477,304,656,519,43
STRG.7639,654,1033,188,669,645,264,352,1023
STRG.7638,664,889,354,1191,1368,1799,1988,1040
Montipora_capitata_HIv3___TS.g41895.t1,0,0,8,13,9,5,24,0
Montipora_capitata_HIv3___RNAseq.g27156.t1,0,2,12,3,0,2,0,3
Montipora_capitata_HIv3___TS.g3227.t1,0,0,0,5,4,5,0,0
Montipora_capitata_HIv3___TS.g12945.t1b,0,0,0,0,0,3,0,0
STRG.3740,87,343,225,534,659,535,428,174
STRG.3743,3,0,18,9,5,20,8,0
Montipora_capitata_HIv3___RNAseq.g39037.t1,0,0,3,3,0,6,0,0
STRG.3745,10,16,8,6,8,17,23,17
Montipora_capitata_HIv3___RNAseq.g21896.t1,0,0,0,6,4,9,7,0
STRG.7646,21,93,40,21,19,9,18,41
STRG.3746,1,3,1,4,14,17,11,2
STRG.3749,88,189,156,59,108,39,16,152
STRG.3748,39,81,41,26,31,14,0,80
STRG.5757,1447,2278,238,866,699,657,470,1967
Montipora_capitata_HIv3___TS.g20790.t2b,0,27,6,0,9,13,2,20
STRG.6324,496,2242,874,847,765,510,348,1112
STRG.6325,5097,12737,9606,10276,9124,6157,2102,8733
STRG.6326,10,14,0,0,21,29,37,23
STRG.6327,4,31,0,4,9,27,55,0
STRG.6320,222,484,133,105,225,758,732,377
STRG.6321,126,266,202,598,549,311,262,217
STRG.6322,217,847,10712,17989,13227,11349,6214,396
STRG.6323,336,509,235,201,168,246,245,517
Montipora_capitata_HIv3___TS.g34268.t1,0,0,0,0,0,2,0,0
STRG.6328,18,17,81,57,76,136,63,6
Montipora_capitata_HIv3___RNAseq.g12194.t1,0,0,1,2,1,0,0,1
Montipora_capitata_HIv3___TS.g27569.t1,0,5,0,10,5,5,10,4
STRG.18971,400,524,207,104,57,131,82,402
Montipora_capitata_HIv3___RNAseq.g25658.t1,0,2,9,5,3,14,4,0
STRG.1675,126,357,259,4250,5114,2707,1497,259
STRG.1674,4,9,56,233,156,105,105,10
Montipora_capitata_HIv3___RNAseq.g12358.t1,0,0,3,5,6,9,7,0
Montipora_capitata_HIv3___TS.g36507.t1,0,0,0,0,1,0,0,4
STRG.1671,1087,4288,1967,1144,946,624,388,2420
STRG.1670,4,0,0,5,17,11,13,0
STRG.18979,235,621,585,1237,1089,750,733,348
STRG.18978,13,11,34,41,38,37,16,8
STRG.1679,208,736,310,430,432,283,204,316
STRG.1678,9967,38097,28934,24071,13993,1311,463,34489
STRG.7987,254,1331,1725,8230,7689,3574,1649,613
STRG.7986,1049,2204,1222,1851,1645,709,460,2120
STRG.7985,270,395,243,77,39,15,32,347
Montipora_capitata_HIv3___RNAseq.g15501.t1,0,6,17,3,20,15,12,0
STRG.7983,31,69,38,23,16,45,628,81
STRG.7982,5,3,10,1,2,9,8,1
STRG.7981,11,11,7,3,12,27,64,5
STRG.7980,2,1,5,15,23,19,15,3
Montipora_capitata_HIv3___RNAseq.g43542.t1,0,41,28,12,33,0,0,0
STRG.7989,14,115,60,36,24,136,68,47
STRG.7988,123,496,118,225,195,131,88,366
Montipora_capitata_HIv3___RNAseq.g48397.t1,0,0,0,0,0,0,0,0
STRG.3296,338,659,175,227,295,574,587,800
STRG.16117,18,22,0,8,0,0,0,24
STRG.3294,782,1815,711,1895,2106,2757,1249,1690
STRG.3293,5,6,10,15,27,7,10,2
STRG.3292,1983,4360,2391,4605,4526,3123,2378,3610
STRG.16113,1226,3378,1479,4408,4327,3367,1835,2388
STRG.3290,2,3,17,8,22,5,2,0
Montipora_capitata_HIv3___RNAseq.g10516.t1,0,0,0,0,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g1687.t1,0,0,0,0,0,0,0,0
STRG.16118,21,39,45,41,103,128,118,35
STRG.3299,7,0,0,14,14,29,6,5
STRG.3298,3,3,0,0,0,3,0,0
STRG.12605,522,1851,573,2320,2035,1013,655,765
STRG.12604,625,1464,910,5429,5926,2513,1025,1725
STRG.12607,357,912,236,364,224,148,219,911
STRG.12606,248,366,180,841,1258,1087,799,432
STRG.12601,64,195,131,158,203,104,50,140
STRG.12600,3793,7984,3048,1665,1539,2398,2052,7171
STRG.12603,1503,4876,3332,5449,4275,1411,782,3147
STRG.12602,63,198,150,203,172,83,32,151
Montipora_capitata_HIv3___RNAseq.g16509.t1,0,0,0,0,0,0,0,0
STRG.12609,5,20,19,19,77,1770,1640,5
STRG.12608,15,21,4,29,38,89,61,42
STRG.7641,438,894,254,166,242,115,84,814
Montipora_capitata_HIv3___RNAseq.g15856.t1,0,215,927,690,522,615,738,0
Montipora_capitata_HIv3___TS.g43586.t1,0,1,9,4,0,9,6,0
Montipora_capitata_HIv3___RNAseq.g43474.t1,0,1,5,47,63,25,14,0
Montipora_capitata_HIv3___RNAseq.g606.t1b,0,0,3,2,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g23814.t1,0,4,0,1,2,4,2,0
Montipora_capitata_HIv3___RNAseq.g2784.t1,0,0,0,0,0,0,0,0
